# Oracle for `tracs diffpeak`, generated with limma 3.68.4.
#
# Produced by running the real diffpeak() from trackplot.R over the
# testdata/diffpeak_*_summary.tsv fixtures, then joining the output back to
# the region start so rows are keyed by region rather than by the P.Value
# sort diffpeak applies.
#
# The scenarios deliberately include unbalanced groups: with equal-sized
# groups the contrast's stdev.unscaled is sqrt(1/n1 + 1/n2) = 1, so a port
# that assumed 1 would pass. See diffpeak_r_scenarios.tsv for the value each
# scenario should use.
#
# Regenerate by re-running the generator that produced this file.
scenario	start	logFC	AveExpr	t	P_Value	adj_P_Val
three_log2	1000	-6.9678652071443166	9.7898909196753845	-1.2674448199369397	0.25897096664634517	0.32593098374628515
three_log2	1500	-7.6017811212103661	9.8728693085285339	-1.4254318501702836	0.21138595434036789	0.28452267513248825
three_log2	2000	-7.6679766535388545	9.0097451042703884	-1.5628706711742839	0.17681373218108601	0.26213363786798877
three_log2	2500	-6.8140097383367033	8.5664638829706394	-1.4381658930026704	0.2079296286372998	0.28354040268722697
three_log2	3000	-8.8908853449405338	11.590398365706047	-1.4901247699702349	0.19437503333051731	0.26996532407016294
three_log2	3500	-5.9121483068361691	7.2925241168307204	-1.3911729230778267	0.22095538552391258	0.29073077042620077
three_log2	4000	1.1651943451753866	12.516742211112756	3.1333839959227019	0.024638862422202135	0.13980270011383242
three_log2	4500	0.62106674636103065	13.057884117353916	2.3624741252082253	0.062763003862189096	0.16854867046369557
three_log2	5000	-0.12217046005974019	13.824652306177599	-0.37056747227217746	0.7256283159800172	0.76650878448593363
three_log2	5500	0.567786268620047	13.034284188802339	1.8146142242178214	0.12725296581337509	0.22595398270384015
three_log2	6000	0.053023833044264279	13.783397776806046	0.1311905671392572	0.90056696783612822	0.92524003544807698
three_log2	6500	0.3189497608627665	11.880345910924708	0.90761618142125045	0.40431508949989076	0.46651741096141236
three_log2	7000	0.89042004007385245	10.663182501769155	2.1315804543703716	0.084297678654816299	0.17562016386420062
three_log2	7500	0.46337499784436176	11.713218650205292	1.2817320343597753	0.2542937320200605	0.32325474409329724
three_log2	8000	1.5246633823917008	10.651840259104805	3.5864111249922739	0.014836772500410546	0.13980270011383242
three_log2	8500	0.29656085526558407	13.9988610214742	1.0629001728273348	0.33483434163066261	0.40504154229515638
three_log2	9000	0.069178291146720028	13.29140853936752	0.23106930747954543	0.82610944420014332	0.86654836804210833
three_log2	9500	0.72099712799876947	14.462678034761645	2.0870881559864491	0.089279747333052398	0.18345153561586111
three_log2	10000	1.2012743154647101	12.767415742580756	4.8045935248623115	0.00442718873214032	0.12817094062425341
three_log2	10500	0.36742618934559701	12.314400671997998	1.0115490421493352	0.35663365073922632	0.42122084732979481
three_log2	11000	0.66210927152861032	12.008136251191978	2.8097687275578802	0.036101644957677391	0.13980270011383242
three_log2	11500	0.26440892380198378	13.400638264033317	0.50828249546484616	0.63215216079371961	0.69213740232889009
three_log2	12000	1.095877064265844	14.239471295748546	2.9537765598119154	0.030397412989392473	0.13980270011383242
three_log2	12500	0.7118902102061675	13.667675284600302	2.1404627877681208	0.08333851675094725	0.17562016386420062
three_log2	13000	0.82039726054889428	11.682651357130849	2.9458498725718836	0.030684020602086984	0.13980270011383242
three_log2	13500	0.77942381524098892	13.667732370926309	2.7844138373778624	0.037223504548300125	0.13980270011383242
three_log2	14000	0.89881280791335527	10.813075673646715	3.7531937014806109	0.012410112112278396	0.13980270011383242
three_log2	14500	0.51336600757186623	11.965775104367085	1.6522325294837523	0.15734512803981057	0.2565409696301259
three_log2	15000	0.67945022019656776	13.023168824217088	2.2727671237925908	0.070338801679140278	0.16854867046369557
three_log2	15500	0.48147946892365212	13.093866500272188	0.90946017269350499	0.40342701391482499	0.46651741096141236
three_log2	16000	0.66250399806889604	13.844807706222191	1.2507095116398999	0.26454859592236996	0.3279528048624421
three_log2	16500	0.96340942825495191	11.750002789460529	3.4466498831011032	0.017289997112149767	0.13980270011383242
three_log2	17000	0.82604887354750467	8.9806218503564317	2.0597380289759442	0.092494520672952385	0.18498904134590477
three_log2	17500	1.0055498710602251	12.481093716857206	2.5173853184013604	0.051666618267504356	0.16449091976934727
three_log2	18000	0.3178466075782449	11.492865224882848	1.2620875606508641	0.26074478699702813	0.32593098374628515
three_log2	18500	0.78533997515822662	15.527813038814127	1.8573957394702973	0.12033831401722	0.22284872966151853
three_log2	19000	0.52651540900767557	11.729930662531853	0.99959066471953018	0.36187556993207726	0.42407293351415304
three_log2	19500	0.83084580741437009	13.869913624411771	2.6546250177780837	0.043599882516645573	0.14217352994558338
three_log2	20000	1.2315618063138452	13.801780866014877	3.6326263181025853	0.014114250944858768	0.13980270011383242
three_log2	20500	1.0388270730242741	11.554135181369581	3.5215408626989979	0.015922768845439493	0.13980270011383242
three_log2	21000	0.32229060183592928	13.602823230697327	0.60992878201499712	0.56766725212098934	0.63544841655334627
three_log2	21500	1.2652865151082988	12.354730767150391	4.2068348707992493	0.0078009674022282219	0.13980270011383242
three_log2	22000	0.52763090816569935	13.477841860140051	1.5588538331999395	0.1777420264528897	0.26213363786798877
three_log2	22500	1.4970060910208129	14.266158103149085	4.6447168132900734	0.0051268376249701368	0.12817094062425341
